pin,slack
ident_coreinst/IICE_INST/b5_nUTGT/genblk4.b7_nYhI39s_cry[6]:Y3,
ident_coreinst/IICE_INST/b5_nUTGT/genblk4.b7_nYhI39s_cry[6]:Y3A,
ident_coreinst/output_leds_INST/b5_nUTGT/b3_nUT[1]:CLK,3347
ident_coreinst/output_leds_INST/b5_nUTGT/b3_nUT[1]:D,
ident_coreinst/output_leds_INST/b5_nUTGT/b3_nUT[1]:Q,3347
ident_coreinst/output_leds_INST/b5_nUTGT/b3_nUT[1]:SLn,
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk4.b11_oRB_MqCD2_y_5_3:A,7568
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk4.b11_oRB_MqCD2_y_5_3:B,7537
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk4.b11_oRB_MqCD2_y_5_3:C,7459
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk4.b11_oRB_MqCD2_y_5_3:D,7421
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk4.b11_oRB_MqCD2_y_5_3:Y,7421
ident_coreinst/comm_block_INST/jtagi/b10_8Kz_rKlrtX_3:A,
ident_coreinst/comm_block_INST/jtagi/b10_8Kz_rKlrtX_3:B,
ident_coreinst/comm_block_INST/jtagi/b10_8Kz_rKlrtX_3:Y,
ident_coreinst/output_leds_INST/b3_SoW/genblk9.b9_v_mzCDYXsc_3:A,
ident_coreinst/output_leds_INST/b3_SoW/genblk9.b9_v_mzCDYXsc_3:B,
ident_coreinst/output_leds_INST/b3_SoW/genblk9.b9_v_mzCDYXsc_3:Y,
ident_coreinst/output_leds_INST/b4_PfFz/b7_PbTtl9G/b7_1LbcgKG/b6_BATJwN_4:A,5916
ident_coreinst/output_leds_INST/b4_PfFz/b7_PbTtl9G/b7_1LbcgKG/b6_BATJwN_4:B,5865
ident_coreinst/output_leds_INST/b4_PfFz/b7_PbTtl9G/b7_1LbcgKG/b6_BATJwN_4:Y,5865
ident_coreinst/output_leds_INST/b3_SoW/genblk9.b3_PfG_RNO[1]:A,
ident_coreinst/output_leds_INST/b3_SoW/genblk9.b3_PfG_RNO[1]:B,
ident_coreinst/output_leds_INST/b3_SoW/genblk9.b3_PfG_RNO[1]:C,
ident_coreinst/output_leds_INST/b3_SoW/genblk9.b3_PfG_RNO[1]:D,
ident_coreinst/output_leds_INST/b3_SoW/genblk9.b3_PfG_RNO[1]:Y,
ident_coreinst/IICE_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN[23]:CLK,
ident_coreinst/IICE_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN[23]:D,
ident_coreinst/IICE_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN[23]:EN,
ident_coreinst/IICE_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN[23]:Q,
ident_coreinst/output_leds_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9[12]:CLK,
ident_coreinst/output_leds_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9[12]:D,
ident_coreinst/output_leds_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9[12]:EN,
ident_coreinst/output_leds_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9[12]:Q,
ident_coreinst/IICE_INST/b5_nUTGT/genblk4.b7_nYhI39s_lm_0[3]:A,3347
ident_coreinst/IICE_INST/b5_nUTGT/genblk4.b7_nYhI39s_lm_0[3]:B,7110
ident_coreinst/IICE_INST/b5_nUTGT/genblk4.b7_nYhI39s_lm_0[3]:C,1449
ident_coreinst/IICE_INST/b5_nUTGT/genblk4.b7_nYhI39s_lm_0[3]:D,1430
ident_coreinst/IICE_INST/b5_nUTGT/genblk4.b7_nYhI39s_lm_0[3]:Y,1430
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b9_SoW_TWsrw_b9_SoW_TWsrw_0_0/CFG_6:Y,
ident_coreinst/output_leds_INST/b3_SoW/m10:A,
ident_coreinst/output_leds_INST/b3_SoW/m10:B,
ident_coreinst/output_leds_INST/b3_SoW/m10:C,2073
ident_coreinst/output_leds_INST/b3_SoW/m10:Y,2073
ident_coreinst/output_leds_INST/b3_SoW/genblk4.b11_oGA_BXsO_OS/genblk1.genblk1.b13_PLy_2grFt_FH9[6]:CLK,
ident_coreinst/output_leds_INST/b3_SoW/genblk4.b11_oGA_BXsO_OS/genblk1.genblk1.b13_PLy_2grFt_FH9[6]:D,
ident_coreinst/output_leds_INST/b3_SoW/genblk4.b11_oGA_BXsO_OS/genblk1.genblk1.b13_PLy_2grFt_FH9[6]:EN,
ident_coreinst/output_leds_INST/b3_SoW/genblk4.b11_oGA_BXsO_OS/genblk1.genblk1.b13_PLy_2grFt_FH9[6]:Q,
ident_coreinst/IICE_INST/b5_nUTGT/cntrl_chain/genblk1.b3_nfs[4]:CLK,
ident_coreinst/IICE_INST/b5_nUTGT/cntrl_chain/genblk1.b3_nfs[4]:D,
ident_coreinst/IICE_INST/b5_nUTGT/cntrl_chain/genblk1.b3_nfs[4]:EN,
ident_coreinst/IICE_INST/b5_nUTGT/cntrl_chain/genblk1.b3_nfs[4]:Q,
ident_coreinst/IICE_INST/b5_nUTGT/b3_nfs[2]:CLK,-113
ident_coreinst/IICE_INST/b5_nUTGT/b3_nfs[2]:D,9110
ident_coreinst/IICE_INST/b5_nUTGT/b3_nfs[2]:Q,-113
ident_coreinst/IICE_INST/b5_nUTGT/b13_nAzGfFM_sLsv3_srsts_0_0_a3[2]:A,
ident_coreinst/IICE_INST/b5_nUTGT/b13_nAzGfFM_sLsv3_srsts_0_0_a3[2]:B,2384
ident_coreinst/IICE_INST/b5_nUTGT/b13_nAzGfFM_sLsv3_srsts_0_0_a3[2]:C,1507
ident_coreinst/IICE_INST/b5_nUTGT/b13_nAzGfFM_sLsv3_srsts_0_0_a3[2]:Y,1507
ident_coreinst/output_leds_INST/b3_SoW/b3_SoW/b9_SoW_TWsrw_b9_SoW_TWsrw_0_0/CFG_24:Y,
ident_coreinst/output_leds_INST/b5_nUTGT/iclksync_status/b8_uUT_CqMr_RNO[1]:A,3362
ident_coreinst/output_leds_INST/b5_nUTGT/iclksync_status/b8_uUT_CqMr_RNO[1]:B,8280
ident_coreinst/output_leds_INST/b5_nUTGT/iclksync_status/b8_uUT_CqMr_RNO[1]:C,1618
ident_coreinst/output_leds_INST/b5_nUTGT/iclksync_status/b8_uUT_CqMr_RNO[1]:D,2284
ident_coreinst/output_leds_INST/b5_nUTGT/iclksync_status/b8_uUT_CqMr_RNO[1]:Y,1618
ident_coreinst/output_leds_INST/b3_SoW/b3_SoW/b9_SoW_TWsrw_b9_SoW_TWsrw_0_0/CFG_1:B,2914
ident_coreinst/output_leds_INST/b3_SoW/b3_SoW/b9_SoW_TWsrw_b9_SoW_TWsrw_0_0/CFG_1:IPB,2914
ident_coreinst/output_leds_INST/b3_SoW/b3_SoW/b9_SoW_TWsrw_b9_SoW_TWsrw_0_0/CFG_1:IPC,
ident_coreinst/output_leds_INST/b3_SoW/b3_SoW/b9_SoW_TWsrw_b9_SoW_TWsrw_0_0/CFG_1:IPD,
ident_coreinst/output_leds_INST/b5_nUTGT/iicestat_reg_r0[23]:CLK,
ident_coreinst/output_leds_INST/b5_nUTGT/iicestat_reg_r0[23]:D,
ident_coreinst/output_leds_INST/b5_nUTGT/iicestat_reg_r0[23]:Q,
ident_coreinst/output_leds_INST/b5_nUTGT/cntrl_chain/genblk2.b3_nUT[0]:CLK,
ident_coreinst/output_leds_INST/b5_nUTGT/cntrl_chain/genblk2.b3_nUT[0]:D,
ident_coreinst/output_leds_INST/b5_nUTGT/cntrl_chain/genblk2.b3_nUT[0]:EN,
ident_coreinst/output_leds_INST/b5_nUTGT/cntrl_chain/genblk2.b3_nUT[0]:Q,
ident_coreinst/IICE_INST/b5_nUTGT/iicestat_reg_r1[16]:CLK,
ident_coreinst/IICE_INST/b5_nUTGT/iicestat_reg_r1[16]:D,
ident_coreinst/IICE_INST/b5_nUTGT/iicestat_reg_r1[16]:Q,
ident_coreinst/IICE_INST/b3_SoW/genblk5.b11_oGA_BXsO_OT/genblk2.b8_nczQ_DYg[3]:CLK,
ident_coreinst/IICE_INST/b3_SoW/genblk5.b11_oGA_BXsO_OT/genblk2.b8_nczQ_DYg[3]:D,
ident_coreinst/IICE_INST/b3_SoW/genblk5.b11_oGA_BXsO_OT/genblk2.b8_nczQ_DYg[3]:EN,
ident_coreinst/IICE_INST/b3_SoW/genblk5.b11_oGA_BXsO_OT/genblk2.b8_nczQ_DYg[3]:Q,
ident_coreinst/IICE_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN_5[2]:A,
ident_coreinst/IICE_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN_5[2]:B,
ident_coreinst/IICE_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN_5[2]:C,
ident_coreinst/IICE_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN_5[2]:Y,
ident_coreinst/output_leds_INST/b5_nUTGT/cmd_r0[1]:CLK,9110
ident_coreinst/output_leds_INST/b5_nUTGT/cmd_r0[1]:D,
ident_coreinst/output_leds_INST/b5_nUTGT/cmd_r0[1]:Q,9110
ident_coreinst/output_leds_INST/b5_nUTGT/b13_nAzGfFM_sLsv3_srsts_0_0_a2_0[2]:A,862
ident_coreinst/output_leds_INST/b5_nUTGT/b13_nAzGfFM_sLsv3_srsts_0_0_a2_0[2]:B,1474
ident_coreinst/output_leds_INST/b5_nUTGT/b13_nAzGfFM_sLsv3_srsts_0_0_a2_0[2]:C,1526
ident_coreinst/output_leds_INST/b5_nUTGT/b13_nAzGfFM_sLsv3_srsts_0_0_a2_0[2]:Y,862
ident_coreinst/output_leds_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN_5[13]:A,
ident_coreinst/output_leds_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN_5[13]:B,
ident_coreinst/output_leds_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN_5[13]:C,
ident_coreinst/output_leds_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN_5[13]:Y,
ident_coreinst/output_leds_INST/b3_SoW/b3_SoW/b9_SoW_TWsrw_b9_SoW_TWsrw_0_0/CFG_28:Y,
ident_coreinst/IICE_INST/b8_uKr_IFLY/b7_nUTQ_9u_0_a2:A,
ident_coreinst/IICE_INST/b8_uKr_IFLY/b7_nUTQ_9u_0_a2:B,
ident_coreinst/IICE_INST/b8_uKr_IFLY/b7_nUTQ_9u_0_a2:Y,
ident_coreinst/IICE_INST/b3_SoW/b12_PSyi_KyDbLbb[4]:CLK,
ident_coreinst/IICE_INST/b3_SoW/b12_PSyi_KyDbLbb[4]:D,9087
ident_coreinst/IICE_INST/b3_SoW/b12_PSyi_KyDbLbb[4]:EN,1430
ident_coreinst/IICE_INST/b3_SoW/b12_PSyi_KyDbLbb[4]:Q,
ident_coreinst/IICE_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN[17]:CLK,
ident_coreinst/IICE_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN[17]:D,
ident_coreinst/IICE_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN[17]:EN,
ident_coreinst/IICE_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN[17]:Q,
ident_coreinst/output_leds_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9_10[9]:A,
ident_coreinst/output_leds_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9_10[9]:B,
ident_coreinst/output_leds_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9_10[9]:C,
ident_coreinst/output_leds_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9_10[9]:Y,
ident_coreinst/IICE_INST/b5_nUTGT/b9_OFWNT9_ab_0_0:A,6471
ident_coreinst/IICE_INST/b5_nUTGT/b9_OFWNT9_ab_0_0:B,1508
ident_coreinst/IICE_INST/b5_nUTGT/b9_OFWNT9_ab_0_0:C,-255
ident_coreinst/IICE_INST/b5_nUTGT/b9_OFWNT9_ab_0_0:Y,-255
ident_coreinst/output_leds_INST/b5_nUTGT/b9_OFWNT9_ab_0_i_o3_0:A,879
ident_coreinst/output_leds_INST/b5_nUTGT/b9_OFWNT9_ab_0_i_o3_0:B,1274
ident_coreinst/output_leds_INST/b5_nUTGT/b9_OFWNT9_ab_0_i_o3_0:Y,879
ident_coreinst/output_leds_INST/b5_nUTGT/iicestat_reg_r0[9]:CLK,
ident_coreinst/output_leds_INST/b5_nUTGT/iicestat_reg_r0[9]:D,
ident_coreinst/output_leds_INST/b5_nUTGT/iicestat_reg_r0[9]:Q,
ident_coreinst/output_leds_INST/b3_SoW/genblk9.b7_nYJ_BFM[7]:CLK,
ident_coreinst/output_leds_INST/b3_SoW/genblk9.b7_nYJ_BFM[7]:D,
ident_coreinst/output_leds_INST/b3_SoW/genblk9.b7_nYJ_BFM[7]:EN,
ident_coreinst/output_leds_INST/b3_SoW/genblk9.b7_nYJ_BFM[7]:Q,
ident_coreinst/output_leds_INST/b3_SoW/genblk9.b7_nYJ_BFM[7]:SLn,
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk1.b9_PSyil9s_2_RNICVOUM:A,2268
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk1.b9_PSyil9s_2_RNICVOUM:B,8242
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk1.b9_PSyil9s_2_RNICVOUM:C,8086
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk1.b9_PSyil9s_2_RNICVOUM:Y,2268
ident_coreinst/IICE_INST/b8_uKr_IFLY/b9_PbTt39_ab_0_a2_0:A,
ident_coreinst/IICE_INST/b8_uKr_IFLY/b9_PbTt39_ab_0_a2_0:B,
ident_coreinst/IICE_INST/b8_uKr_IFLY/b9_PbTt39_ab_0_a2_0:C,
ident_coreinst/IICE_INST/b8_uKr_IFLY/b9_PbTt39_ab_0_a2_0:D,
ident_coreinst/IICE_INST/b8_uKr_IFLY/b9_PbTt39_ab_0_a2_0:Y,
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk4.b5_m2_e:A,2426
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk4.b5_m2_e:B,7309
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk4.b5_m2_e:C,638
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk4.b5_m2_e:D,-85
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk4.b5_m2_e:Y,-85
ident_coreinst/comm_block_INST/jtagi/jtag_clkint_prim_1:A,
ident_coreinst/comm_block_INST/jtagi/jtag_clkint_prim_1:Y,
ident_coreinst/comm_block_INST/jtagi/b9_Rcmi_KsDw/UJTAG_SEC_0_3_UIREG_1:A,
ident_coreinst/comm_block_INST/jtagi/b9_Rcmi_KsDw/UJTAG_SEC_0_3_UIREG_1:Y,
ident_coreinst/output_leds_INST/b5_nUTGT/b6_Ocm0rW_i_a3_i_2[0]:A,2604
ident_coreinst/output_leds_INST/b5_nUTGT/b6_Ocm0rW_i_a3_i_2[0]:B,2549
ident_coreinst/output_leds_INST/b5_nUTGT/b6_Ocm0rW_i_a3_i_2[0]:C,2536
ident_coreinst/output_leds_INST/b5_nUTGT/b6_Ocm0rW_i_a3_i_2[0]:D,2468
ident_coreinst/output_leds_INST/b5_nUTGT/b6_Ocm0rW_i_a3_i_2[0]:Y,2468
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk4.b9_oRB_IFM_2[6]:CLK,2769
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk4.b9_oRB_IFM_2[6]:D,9087
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk4.b9_oRB_IFM_2[6]:Q,2769
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk4.b9_oRB_IFM_2[6]:SLn,2268
ident_coreinst/IICE_INST/b5_nUTGT/iicestat_reg_r1[0]:CLK,
ident_coreinst/IICE_INST/b5_nUTGT/iicestat_reg_r1[0]:D,
ident_coreinst/IICE_INST/b5_nUTGT/iicestat_reg_r1[0]:Q,
ident_coreinst/IICE_INST/b3_SoW/genblk9.b7_nYJ_BFM[1]:CLK,
ident_coreinst/IICE_INST/b3_SoW/genblk9.b7_nYJ_BFM[1]:D,
ident_coreinst/IICE_INST/b3_SoW/genblk9.b7_nYJ_BFM[1]:EN,
ident_coreinst/IICE_INST/b3_SoW/genblk9.b7_nYJ_BFM[1]:Q,
ident_coreinst/IICE_INST/b3_SoW/genblk9.b7_nYJ_BFM[1]:SLn,
ident_coreinst/comm_block_INST/jtagi/b9_Rcmi_KsDw/UJTAG_SEC_0_3_UIREG_2:A,
ident_coreinst/comm_block_INST/jtagi/b9_Rcmi_KsDw/UJTAG_SEC_0_3_UIREG_2:Y,
ident_coreinst/IICE_INST/b5_nUTGT/b13_nAzGfFM_sLsv3_srsts_i_0_1[4]:A,7516
ident_coreinst/IICE_INST/b5_nUTGT/b13_nAzGfFM_sLsv3_srsts_i_0_1[4]:B,1553
ident_coreinst/IICE_INST/b5_nUTGT/b13_nAzGfFM_sLsv3_srsts_i_0_1[4]:C,
ident_coreinst/IICE_INST/b5_nUTGT/b13_nAzGfFM_sLsv3_srsts_i_0_1[4]:D,7367
ident_coreinst/IICE_INST/b5_nUTGT/b13_nAzGfFM_sLsv3_srsts_i_0_1[4]:Y,1553
ident_coreinst/output_leds_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9_10[0]:A,
ident_coreinst/output_leds_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9_10[0]:B,
ident_coreinst/output_leds_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9_10[0]:Y,
ident_coreinst/IICE_INST/b5_nUTGT/genblk4.b10_nYhI3_umjB_1:A,35
ident_coreinst/IICE_INST/b5_nUTGT/genblk4.b10_nYhI3_umjB_1:B,1536
ident_coreinst/IICE_INST/b5_nUTGT/genblk4.b10_nYhI3_umjB_1:Y,35
ident_coreinst/output_leds_INST/b3_SoW/genblk9.un1_b7_PKJa_9u_2:A,
ident_coreinst/output_leds_INST/b3_SoW/genblk9.un1_b7_PKJa_9u_2:B,
ident_coreinst/output_leds_INST/b3_SoW/genblk9.un1_b7_PKJa_9u_2:C,
ident_coreinst/output_leds_INST/b3_SoW/genblk9.un1_b7_PKJa_9u_2:D,
ident_coreinst/output_leds_INST/b3_SoW/genblk9.un1_b7_PKJa_9u_2:Y,
ident_coreinst/IICE_INST/b3_SoW/virOut/genblk1.b13_PLF_2grFt_FH9[31]:CLK,
ident_coreinst/IICE_INST/b3_SoW/virOut/genblk1.b13_PLF_2grFt_FH9[31]:D,
ident_coreinst/IICE_INST/b3_SoW/virOut/genblk1.b13_PLF_2grFt_FH9[31]:EN,
ident_coreinst/IICE_INST/b3_SoW/virOut/genblk1.b13_PLF_2grFt_FH9[31]:Q,
ident_coreinst/IICE_INST/b3_SoW/b12_PSyi_KyDbLbb[1]:CLK,
ident_coreinst/IICE_INST/b3_SoW/b12_PSyi_KyDbLbb[1]:D,9087
ident_coreinst/IICE_INST/b3_SoW/b12_PSyi_KyDbLbb[1]:EN,1430
ident_coreinst/IICE_INST/b3_SoW/b12_PSyi_KyDbLbb[1]:Q,
ident_coreinst/output_leds_INST/b3_SoW/b12_2_St6KCa_jHv_RNI1D8DN1[1]:B,7863
ident_coreinst/output_leds_INST/b3_SoW/b12_2_St6KCa_jHv_RNI1D8DN1[1]:CC,1078
ident_coreinst/output_leds_INST/b3_SoW/b12_2_St6KCa_jHv_RNI1D8DN1[1]:P,7863
ident_coreinst/output_leds_INST/b3_SoW/b12_2_St6KCa_jHv_RNI1D8DN1[1]:S,1078
ident_coreinst/output_leds_INST/b3_SoW/b12_2_St6KCa_jHv_RNI1D8DN1[1]:Y3,
ident_coreinst/output_leds_INST/b3_SoW/b12_2_St6KCa_jHv_RNI1D8DN1[1]:Y3A,
ident_coreinst/IICE_INST/b3_SoW/b12_2_St6KCa_jHv_RNI406IR3[4]:B,7931
ident_coreinst/IICE_INST/b3_SoW/b12_2_St6KCa_jHv_RNI406IR3[4]:CC,1111
ident_coreinst/IICE_INST/b3_SoW/b12_2_St6KCa_jHv_RNI406IR3[4]:P,7931
ident_coreinst/IICE_INST/b3_SoW/b12_2_St6KCa_jHv_RNI406IR3[4]:S,1111
ident_coreinst/IICE_INST/b3_SoW/b12_2_St6KCa_jHv_RNI406IR3[4]:Y3,
ident_coreinst/IICE_INST/b3_SoW/b12_2_St6KCa_jHv_RNI406IR3[4]:Y3A,
ident_coreinst/output_leds_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN_5[0]:A,
ident_coreinst/output_leds_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN_5[0]:B,
ident_coreinst/output_leds_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN_5[0]:C,
ident_coreinst/output_leds_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN_5[0]:Y,
ident_coreinst/IICE_INST/b3_SoW/b12_2_St6KCa_jHv[2]:CLK,6637
ident_coreinst/IICE_INST/b3_SoW/b12_2_St6KCa_jHv[2]:D,1190
ident_coreinst/IICE_INST/b3_SoW/b12_2_St6KCa_jHv[2]:Q,6637
ident_coreinst/IICE_INST/b3_SoW/b12_2_St6KCa_jHv[2]:SLn,1447
ident_coreinst/output_leds_INST/b5_nUTGT/cntrl_chain/b10_nUT_M9kYfr[8]:CLK,
ident_coreinst/output_leds_INST/b5_nUTGT/cntrl_chain/b10_nUT_M9kYfr[8]:D,
ident_coreinst/output_leds_INST/b5_nUTGT/cntrl_chain/b10_nUT_M9kYfr[8]:EN,
ident_coreinst/output_leds_INST/b5_nUTGT/cntrl_chain/b10_nUT_M9kYfr[8]:Q,
ident_coreinst/output_leds_INST/b5_nUTGT/b3_nUT[2]:CLK,3347
ident_coreinst/output_leds_INST/b5_nUTGT/b3_nUT[2]:D,
ident_coreinst/output_leds_INST/b5_nUTGT/b3_nUT[2]:Q,3347
ident_coreinst/output_leds_INST/b5_nUTGT/b3_nUT[2]:SLn,
ident_coreinst/comm_block_INST/b9_ORb_xNywD/genblk1.b3_ORb[12]:CLK,
ident_coreinst/comm_block_INST/b9_ORb_xNywD/genblk1.b3_ORb[12]:D,
ident_coreinst/comm_block_INST/b9_ORb_xNywD/genblk1.b3_ORb[12]:EN,
ident_coreinst/comm_block_INST/b9_ORb_xNywD/genblk1.b3_ORb[12]:Q,
ident_coreinst/comm_block_INST/b9_ORb_xNywD/genblk1.b3_ORb[12]:SLn,
ident_coreinst/output_leds_INST/b5_nUTGT/b13_nAzGfFM_sLsv3_srsts_0_a2_i_o2_0_i_a2[6]:A,1375
ident_coreinst/output_leds_INST/b5_nUTGT/b13_nAzGfFM_sLsv3_srsts_0_a2_i_o2_0_i_a2[6]:B,1332
ident_coreinst/output_leds_INST/b5_nUTGT/b13_nAzGfFM_sLsv3_srsts_0_a2_i_o2_0_i_a2[6]:C,1591
ident_coreinst/output_leds_INST/b5_nUTGT/b13_nAzGfFM_sLsv3_srsts_0_a2_i_o2_0_i_a2[6]:Y,1332
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk4.b8_2S5I_CuY_RNO_0:A,2486
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk4.b8_2S5I_CuY_RNO_0:B,2449
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk4.b8_2S5I_CuY_RNO_0:C,767
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk4.b8_2S5I_CuY_RNO_0:D,2285
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk4.b8_2S5I_CuY_RNO_0:Y,767
ident_coreinst/output_leds_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN[9]:CLK,
ident_coreinst/output_leds_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN[9]:D,
ident_coreinst/output_leds_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN[9]:EN,
ident_coreinst/output_leds_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN[9]:Q,
ident_coreinst/output_leds_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9_10[18]:A,
ident_coreinst/output_leds_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9_10[18]:B,
ident_coreinst/output_leds_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9_10[18]:C,
ident_coreinst/output_leds_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9_10[18]:Y,
ident_coreinst/IICE_INST/b3_SoW/b12_PSyi_KyDbLbb[6]:CLK,
ident_coreinst/IICE_INST/b3_SoW/b12_PSyi_KyDbLbb[6]:D,9087
ident_coreinst/IICE_INST/b3_SoW/b12_PSyi_KyDbLbb[6]:EN,1430
ident_coreinst/IICE_INST/b3_SoW/b12_PSyi_KyDbLbb[6]:Q,
ident_coreinst/output_leds_INST/b3_SoW/b6_SoWyQD/genblk4.b9_oRB_IFM_2[7]:CLK,2418
ident_coreinst/output_leds_INST/b3_SoW/b6_SoWyQD/genblk4.b9_oRB_IFM_2[7]:D,9099
ident_coreinst/output_leds_INST/b3_SoW/b6_SoWyQD/genblk4.b9_oRB_IFM_2[7]:Q,2418
ident_coreinst/output_leds_INST/b3_SoW/b6_SoWyQD/genblk4.b9_oRB_IFM_2[7]:SLn,2893
ident_coreinst/output_leds_INST/b5_nUTGT/iclksync_current_state/b7_OSr_J90_RNO_0:A,8230
ident_coreinst/output_leds_INST/b5_nUTGT/iclksync_current_state/b7_OSr_J90_RNO_0:B,
ident_coreinst/output_leds_INST/b5_nUTGT/iclksync_current_state/b7_OSr_J90_RNO_0:C,8127
ident_coreinst/output_leds_INST/b5_nUTGT/iclksync_current_state/b7_OSr_J90_RNO_0:Y,8127
ident_coreinst/output_leds_INST/b3_SoW/b12_PSyi_KyDbLbb[2]:CLK,
ident_coreinst/output_leds_INST/b3_SoW/b12_PSyi_KyDbLbb[2]:D,9087
ident_coreinst/output_leds_INST/b3_SoW/b12_PSyi_KyDbLbb[2]:EN,1274
ident_coreinst/output_leds_INST/b3_SoW/b12_PSyi_KyDbLbb[2]:Q,
ident_coreinst/output_leds_INST/b5_nUTGT/un22_i_a3_0_a2_1[2]:A,2441
ident_coreinst/output_leds_INST/b5_nUTGT/un22_i_a3_0_a2_1[2]:B,2405
ident_coreinst/output_leds_INST/b5_nUTGT/un22_i_a3_0_a2_1[2]:Y,2405
ident_coreinst/output_leds_INST/b5_nUTGT/cntrl_chain/b10_nUT_M9kYfr[4]:CLK,
ident_coreinst/output_leds_INST/b5_nUTGT/cntrl_chain/b10_nUT_M9kYfr[4]:D,
ident_coreinst/output_leds_INST/b5_nUTGT/cntrl_chain/b10_nUT_M9kYfr[4]:EN,
ident_coreinst/output_leds_INST/b5_nUTGT/cntrl_chain/b10_nUT_M9kYfr[4]:Q,
ident_coreinst/output_leds_INST/b3_SoW/b6_SoWyQD/genblk4.b5_PRWcJ[5]:CLK,4917
ident_coreinst/output_leds_INST/b3_SoW/b6_SoWyQD/genblk4.b5_PRWcJ[5]:D,7438
ident_coreinst/output_leds_INST/b3_SoW/b6_SoWyQD/genblk4.b5_PRWcJ[5]:Q,4917
