pin,slack
ident_coreinst/IICE_INST/b8_uKr_IFLY/b3_PLF_0_a8_1_0:Y,
ident_coreinst/IICE_INST/b5_nUTGT/b13_nAzGfFM_sLsv3_srsts_i_0[12]:A,
ident_coreinst/IICE_INST/b5_nUTGT/b13_nAzGfFM_sLsv3_srsts_i_0[12]:B,7538
ident_coreinst/IICE_INST/b5_nUTGT/b13_nAzGfFM_sLsv3_srsts_i_0[12]:C,7451
ident_coreinst/IICE_INST/b5_nUTGT/b13_nAzGfFM_sLsv3_srsts_i_0[12]:Y,7451
ident_coreinst/IICE_INST/b5_nUTGT/b13_nAzGfFM_sLsv3_RNO[11]:A,8295
ident_coreinst/IICE_INST/b5_nUTGT/b13_nAzGfFM_sLsv3_RNO[11]:B,8280
ident_coreinst/IICE_INST/b5_nUTGT/b13_nAzGfFM_sLsv3_RNO[11]:C,2283
ident_coreinst/IICE_INST/b5_nUTGT/b13_nAzGfFM_sLsv3_RNO[11]:D,3084
ident_coreinst/IICE_INST/b5_nUTGT/b13_nAzGfFM_sLsv3_RNO[11]:Y,2283
ident_coreinst/output_leds_INST/b3_SoW/b6_SoWyQD/genblk4.b8_2S5I_CuY:CLK,572
ident_coreinst/output_leds_INST/b3_SoW/b6_SoWyQD/genblk4.b8_2S5I_CuY:D,696
ident_coreinst/output_leds_INST/b3_SoW/b6_SoWyQD/genblk4.b8_2S5I_CuY:EN,1470
ident_coreinst/output_leds_INST/b3_SoW/b6_SoWyQD/genblk4.b8_2S5I_CuY:Q,572
ident_coreinst/output_leds_INST/b3_SoW/b6_SoWyQD/genblk4.b8_2S5I_CuY:SLn,2893
ident_coreinst/output_leds_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9[15]:CLK,
ident_coreinst/output_leds_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9[15]:D,
ident_coreinst/output_leds_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9[15]:EN,
ident_coreinst/output_leds_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9[15]:Q,
ident_coreinst/IICE_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9[7]:CLK,
ident_coreinst/IICE_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9[7]:D,
ident_coreinst/IICE_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9[7]:EN,
ident_coreinst/IICE_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9[7]:Q,
ident_coreinst/output_leds_INST/b5_nUTGT/b13_nAzGfFM_sLsv3_srsts_i_0_a3_1_o2_RNI4MIO41[1]:A,1565
ident_coreinst/output_leds_INST/b5_nUTGT/b13_nAzGfFM_sLsv3_srsts_i_0_a3_1_o2_RNI4MIO41[1]:B,1522
ident_coreinst/output_leds_INST/b5_nUTGT/b13_nAzGfFM_sLsv3_srsts_i_0_a3_1_o2_RNI4MIO41[1]:C,1418
ident_coreinst/output_leds_INST/b5_nUTGT/b13_nAzGfFM_sLsv3_srsts_i_0_a3_1_o2_RNI4MIO41[1]:D,1313
ident_coreinst/output_leds_INST/b5_nUTGT/b13_nAzGfFM_sLsv3_srsts_i_0_a3_1_o2_RNI4MIO41[1]:Y,1313
ident_coreinst/output_leds_INST/b5_nUTGT/iicestat_reg_r0[13]:CLK,
ident_coreinst/output_leds_INST/b5_nUTGT/iicestat_reg_r0[13]:D,
ident_coreinst/output_leds_INST/b5_nUTGT/iicestat_reg_r0[13]:Q,
ident_coreinst/IICE_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9[6]:CLK,
ident_coreinst/IICE_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9[6]:D,
ident_coreinst/IICE_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9[6]:EN,
ident_coreinst/IICE_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9[6]:Q,
ident_coreinst/IICE_INST/b5_nUTGT/genblk4.b10_nYhI3_umjB:CLK,1463
ident_coreinst/IICE_INST/b5_nUTGT/genblk4.b10_nYhI3_umjB:D,35
ident_coreinst/IICE_INST/b5_nUTGT/genblk4.b10_nYhI3_umjB:Q,1463
ident_coreinst/output_leds_INST/b5_nUTGT/iicestat_reg_r0[18]:CLK,
ident_coreinst/output_leds_INST/b5_nUTGT/iicestat_reg_r0[18]:D,
ident_coreinst/output_leds_INST/b5_nUTGT/iicestat_reg_r0[18]:Q,
ident_coreinst/IICE_INST/b5_nUTGT/iclksync_status/b4_oYh0[3]:CLK,
ident_coreinst/IICE_INST/b5_nUTGT/iclksync_status/b4_oYh0[3]:D,
ident_coreinst/IICE_INST/b5_nUTGT/iclksync_status/b4_oYh0[3]:EN,
ident_coreinst/IICE_INST/b5_nUTGT/iclksync_status/b4_oYh0[3]:Q,
ident_coreinst/IICE_INST/b5_nUTGT/iclksync_status/b4_oYh0[3]:SLn,
ident_coreinst/comm_block_INST/b9_ORb_xNywD/genblk1.b3_ORb[21]:CLK,
ident_coreinst/comm_block_INST/b9_ORb_xNywD/genblk1.b3_ORb[21]:D,
ident_coreinst/comm_block_INST/b9_ORb_xNywD/genblk1.b3_ORb[21]:EN,
ident_coreinst/comm_block_INST/b9_ORb_xNywD/genblk1.b3_ORb[21]:Q,
ident_coreinst/comm_block_INST/b9_ORb_xNywD/genblk1.b3_ORb[21]:SLn,
ident_coreinst/output_leds_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9[2]:CLK,
ident_coreinst/output_leds_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9[2]:D,
ident_coreinst/output_leds_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9[2]:EN,
ident_coreinst/output_leds_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9[2]:Q,
ident_coreinst/IICE_INST/b5_nUTGT/iicestat_reg_r0[7]:CLK,
ident_coreinst/IICE_INST/b5_nUTGT/iicestat_reg_r0[7]:D,
ident_coreinst/IICE_INST/b5_nUTGT/iicestat_reg_r0[7]:Q,
ident_coreinst/comm_block_INST/b9_ORb_xNywD/genblk1.b3_ORb[10]:CLK,
ident_coreinst/comm_block_INST/b9_ORb_xNywD/genblk1.b3_ORb[10]:D,
ident_coreinst/comm_block_INST/b9_ORb_xNywD/genblk1.b3_ORb[10]:EN,
ident_coreinst/comm_block_INST/b9_ORb_xNywD/genblk1.b3_ORb[10]:Q,
ident_coreinst/comm_block_INST/b9_ORb_xNywD/genblk1.b3_ORb[10]:SLn,
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk4.b9_oRB_IFM_2_r[3]:A,2346
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk4.b9_oRB_IFM_2_r[3]:B,8326
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk4.b9_oRB_IFM_2_r[3]:Y,2346
ident_coreinst/output_leds_INST/b3_SoW/genblk9.b7_nYJ_BFM[5]:CLK,
ident_coreinst/output_leds_INST/b3_SoW/genblk9.b7_nYJ_BFM[5]:D,
ident_coreinst/output_leds_INST/b3_SoW/genblk9.b7_nYJ_BFM[5]:EN,
ident_coreinst/output_leds_INST/b3_SoW/genblk9.b7_nYJ_BFM[5]:Q,
ident_coreinst/output_leds_INST/b3_SoW/genblk9.b7_nYJ_BFM[5]:SLn,
ident_coreinst/IICE_INST/b3_SoW/genblk9.b7_nYJ_BFM[0]:CLK,
ident_coreinst/IICE_INST/b3_SoW/genblk9.b7_nYJ_BFM[0]:D,
ident_coreinst/IICE_INST/b3_SoW/genblk9.b7_nYJ_BFM[0]:EN,
ident_coreinst/IICE_INST/b3_SoW/genblk9.b7_nYJ_BFM[0]:Q,
ident_coreinst/IICE_INST/b3_SoW/genblk9.b7_nYJ_BFM[0]:SLn,
ident_coreinst/IICE_INST/b5_nUTGT/cntrl_chain/b10_nUT_M9kYfr[2]:CLK,
ident_coreinst/IICE_INST/b5_nUTGT/cntrl_chain/b10_nUT_M9kYfr[2]:D,
ident_coreinst/IICE_INST/b5_nUTGT/cntrl_chain/b10_nUT_M9kYfr[2]:EN,
ident_coreinst/IICE_INST/b5_nUTGT/cntrl_chain/b10_nUT_M9kYfr[2]:Q,
ident_coreinst/output_leds_INST/b3_SoW/genblk9.b3_PfG_RNO[11]:A,
ident_coreinst/output_leds_INST/b3_SoW/genblk9.b3_PfG_RNO[11]:B,
ident_coreinst/output_leds_INST/b3_SoW/genblk9.b3_PfG_RNO[11]:C,
ident_coreinst/output_leds_INST/b3_SoW/genblk9.b3_PfG_RNO[11]:D,
ident_coreinst/output_leds_INST/b3_SoW/genblk9.b3_PfG_RNO[11]:Y,
ident_coreinst/output_leds_INST/b3_SoW/b6_SoWyQD/genblk4.b5_PRWcJ[0]:CLK,5743
ident_coreinst/output_leds_INST/b3_SoW/b6_SoWyQD/genblk4.b5_PRWcJ[0]:D,8336
ident_coreinst/output_leds_INST/b3_SoW/b6_SoWyQD/genblk4.b5_PRWcJ[0]:Q,5743
ident_coreinst/output_leds_INST/b3_SoW/b6_SoWyQD/genblk4.b5_PRWcJ[0]:SLn,1372
ident_coreinst/IICE_INST/b5_nUTGT/b13_nAzGfFM_sLsv3[5]:CLK,-85
ident_coreinst/IICE_INST/b5_nUTGT/b13_nAzGfFM_sLsv3[5]:D,-10
ident_coreinst/IICE_INST/b5_nUTGT/b13_nAzGfFM_sLsv3[5]:Q,-85
ident_coreinst/IICE_INST/b3_SoW/genblk9.b9_v_mzCDYXs_RNIQFL7P2[7]:B,
ident_coreinst/IICE_INST/b3_SoW/genblk9.b9_v_mzCDYXs_RNIQFL7P2[7]:CC,
ident_coreinst/IICE_INST/b3_SoW/genblk9.b9_v_mzCDYXs_RNIQFL7P2[7]:P,
ident_coreinst/IICE_INST/b3_SoW/genblk9.b9_v_mzCDYXs_RNIQFL7P2[7]:S,
ident_coreinst/IICE_INST/b3_SoW/genblk9.b9_v_mzCDYXs_RNIQFL7P2[7]:Y3,
ident_coreinst/IICE_INST/b3_SoW/genblk9.b9_v_mzCDYXs_RNIQFL7P2[7]:Y3A,
ident_coreinst/output_leds_INST/b5_nUTGT/iclksync_status/dst_req_d:CLK,
ident_coreinst/output_leds_INST/b5_nUTGT/iclksync_status/dst_req_d:D,
ident_coreinst/output_leds_INST/b5_nUTGT/iclksync_status/dst_req_d:Q,
ident_coreinst/output_leds_INST/b5_nUTGT/iclksync_current_state/dst_req_r:A,
ident_coreinst/output_leds_INST/b5_nUTGT/iclksync_current_state/dst_req_r:B,
ident_coreinst/output_leds_INST/b5_nUTGT/iclksync_current_state/dst_req_r:Y,
ident_coreinst/output_leds_INST/b3_SoW/m8_2:A,
ident_coreinst/output_leds_INST/b3_SoW/m8_2:B,
ident_coreinst/output_leds_INST/b3_SoW/m8_2:C,
ident_coreinst/output_leds_INST/b3_SoW/m8_2:Y,
ident_coreinst/output_leds_INST/b3_SoW/b6_SoWyQD/b6_nZ5I_F_1_RNIFHSKH_0:A,
ident_coreinst/output_leds_INST/b3_SoW/b6_SoWyQD/b6_nZ5I_F_1_RNIFHSKH_0:B,3924
ident_coreinst/output_leds_INST/b3_SoW/b6_SoWyQD/b6_nZ5I_F_1_RNIFHSKH_0:C,526
ident_coreinst/output_leds_INST/b3_SoW/b6_SoWyQD/b6_nZ5I_F_1_RNIFHSKH_0:D,326
ident_coreinst/output_leds_INST/b3_SoW/b6_SoWyQD/b6_nZ5I_F_1_RNIFHSKH_0:Y,326
ident_coreinst/output_leds_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9_10[11]:A,
ident_coreinst/output_leds_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9_10[11]:B,
ident_coreinst/output_leds_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9_10[11]:C,
ident_coreinst/output_leds_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9_10[11]:Y,
ident_coreinst/output_leds_INST/b3_SoW/b12_PSyi_KyDbLbb[4]:CLK,
ident_coreinst/output_leds_INST/b3_SoW/b12_PSyi_KyDbLbb[4]:D,9087
ident_coreinst/output_leds_INST/b3_SoW/b12_PSyi_KyDbLbb[4]:EN,1274
ident_coreinst/output_leds_INST/b3_SoW/b12_PSyi_KyDbLbb[4]:Q,
ident_coreinst/comm_block_INST/jtagi/b9_nv_oQwfYF_RNIVIS37/U0:A,
ident_coreinst/comm_block_INST/jtagi/b9_nv_oQwfYF_RNIVIS37/U0:Y,
ident_coreinst/output_leds_INST/b5_nUTGT/iclksync_status/b4_oYh0[2]:CLK,
ident_coreinst/output_leds_INST/b5_nUTGT/iclksync_status/b4_oYh0[2]:D,
ident_coreinst/output_leds_INST/b5_nUTGT/iclksync_status/b4_oYh0[2]:EN,
ident_coreinst/output_leds_INST/b5_nUTGT/iclksync_status/b4_oYh0[2]:Q,
ident_coreinst/output_leds_INST/b5_nUTGT/iclksync_status/b4_oYh0[2]:SLn,
ident_coreinst/IICE_INST/b3_SoW/virOut/genblk1.b13_PLF_2grFt_FH9[6]:CLK,
ident_coreinst/IICE_INST/b3_SoW/virOut/genblk1.b13_PLF_2grFt_FH9[6]:D,
ident_coreinst/IICE_INST/b3_SoW/virOut/genblk1.b13_PLF_2grFt_FH9[6]:EN,
ident_coreinst/IICE_INST/b3_SoW/virOut/genblk1.b13_PLF_2grFt_FH9[6]:Q,
ident_coreinst/IICE_INST/b3_SoW/virOut/genblk1.b13_PLF_2grFt_FH9[6]:SLn,
ident_coreinst/output_leds_INST/b3_SoW/genblk9.b11_nFG0rDY_9e2:CLK,
ident_coreinst/output_leds_INST/b3_SoW/genblk9.b11_nFG0rDY_9e2:D,
ident_coreinst/output_leds_INST/b3_SoW/genblk9.b11_nFG0rDY_9e2:Q,
ident_coreinst/IICE_INST/b5_nUTGT/b13_nAzGfFM_sLsv3_srsts_0_0_o2[13]:A,1601
ident_coreinst/IICE_INST/b5_nUTGT/b13_nAzGfFM_sLsv3_srsts_0_0_o2[13]:B,1570
ident_coreinst/IICE_INST/b5_nUTGT/b13_nAzGfFM_sLsv3_srsts_0_0_o2[13]:C,709
ident_coreinst/IICE_INST/b5_nUTGT/b13_nAzGfFM_sLsv3_srsts_0_0_o2[13]:D,1449
ident_coreinst/IICE_INST/b5_nUTGT/b13_nAzGfFM_sLsv3_srsts_0_0_o2[13]:Y,709
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b9_SoW_TWsrw_b9_SoW_TWsrw_0_0/CFG_25:C,
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b9_SoW_TWsrw_b9_SoW_TWsrw_0_0/CFG_25:IPB,
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b9_SoW_TWsrw_b9_SoW_TWsrw_0_0/CFG_25:IPC,
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b9_SoW_TWsrw_b9_SoW_TWsrw_0_0/CFG_25:IPD,
ident_coreinst/output_leds_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN[24]:CLK,
ident_coreinst/output_leds_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN[24]:D,
ident_coreinst/output_leds_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN[24]:EN,
ident_coreinst/output_leds_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN[24]:Q,
ident_coreinst/output_leds_INST/b3_SoW/b6_SoWyQD/genblk4.b9_oRB_IFM_2[10]:CLK,2855
ident_coreinst/output_leds_INST/b3_SoW/b6_SoWyQD/genblk4.b9_oRB_IFM_2[10]:D,9087
ident_coreinst/output_leds_INST/b3_SoW/b6_SoWyQD/genblk4.b9_oRB_IFM_2[10]:Q,2855
ident_coreinst/output_leds_INST/b3_SoW/b6_SoWyQD/genblk4.b9_oRB_IFM_2[10]:SLn,2082
ident_coreinst/IICE_INST/b5_nUTGT/iicestat_reg_r0[13]:CLK,
ident_coreinst/IICE_INST/b5_nUTGT/iicestat_reg_r0[13]:D,
ident_coreinst/IICE_INST/b5_nUTGT/iicestat_reg_r0[13]:Q,
ident_coreinst/IICE_INST/b3_SoW/virOut/genblk1.b13_PLF_2grFt_FH9[17]:CLK,
ident_coreinst/IICE_INST/b3_SoW/virOut/genblk1.b13_PLF_2grFt_FH9[17]:D,
ident_coreinst/IICE_INST/b3_SoW/virOut/genblk1.b13_PLF_2grFt_FH9[17]:EN,
ident_coreinst/IICE_INST/b3_SoW/virOut/genblk1.b13_PLF_2grFt_FH9[17]:Q,
ident_coreinst/IICE_INST/b3_SoW/virOut/genblk1.b13_PLF_2grFt_FH9[17]:SLn,
ident_coreinst/IICE_INST/b5_nUTGT/un22_i_a3_0_a3_1[2]:A,2429
ident_coreinst/IICE_INST/b5_nUTGT/un22_i_a3_0_a3_1[2]:B,2405
ident_coreinst/IICE_INST/b5_nUTGT/un22_i_a3_0_a3_1[2]:Y,2405
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b9_SoW_TWsrw_b9_SoW_TWsrw_0_0/CFG_11:B,2769
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b9_SoW_TWsrw_b9_SoW_TWsrw_0_0/CFG_11:C,
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b9_SoW_TWsrw_b9_SoW_TWsrw_0_0/CFG_11:IPB,2769
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b9_SoW_TWsrw_b9_SoW_TWsrw_0_0/CFG_11:IPC,
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b9_SoW_TWsrw_b9_SoW_TWsrw_0_0/CFG_11:IPD,
ident_coreinst/IICE_INST/b3_SoW/b12_2_St6KCa_jHv_RNIDV98H3[2]:B,7924
ident_coreinst/IICE_INST/b3_SoW/b12_2_St6KCa_jHv_RNIDV98H3[2]:CC,1190
ident_coreinst/IICE_INST/b3_SoW/b12_2_St6KCa_jHv_RNIDV98H3[2]:P,7924
ident_coreinst/IICE_INST/b3_SoW/b12_2_St6KCa_jHv_RNIDV98H3[2]:S,1190
ident_coreinst/IICE_INST/b3_SoW/b12_2_St6KCa_jHv_RNIDV98H3[2]:Y3,
ident_coreinst/IICE_INST/b3_SoW/b12_2_St6KCa_jHv_RNIDV98H3[2]:Y3A,
ident_coreinst/output_leds_INST/b5_nUTGT/genblk4.b7_nYhI39s[7]:CLK,6446
ident_coreinst/output_leds_INST/b5_nUTGT/genblk4.b7_nYhI39s[7]:D,1304
ident_coreinst/output_leds_INST/b5_nUTGT/genblk4.b7_nYhI39s[7]:EN,448
ident_coreinst/output_leds_INST/b5_nUTGT/genblk4.b7_nYhI39s[7]:Q,6446
ident_coreinst/IICE_INST/b3_SoW/b12_2_St6KCa_jHv_RNIJ0C3C3[1]:B,7863
ident_coreinst/IICE_INST/b3_SoW/b12_2_St6KCa_jHv_RNIJ0C3C3[1]:CC,1303
ident_coreinst/IICE_INST/b3_SoW/b12_2_St6KCa_jHv_RNIJ0C3C3[1]:P,7863
ident_coreinst/IICE_INST/b3_SoW/b12_2_St6KCa_jHv_RNIJ0C3C3[1]:S,1303
ident_coreinst/IICE_INST/b3_SoW/b12_2_St6KCa_jHv_RNIJ0C3C3[1]:Y3,
ident_coreinst/IICE_INST/b3_SoW/b12_2_St6KCa_jHv_RNIJ0C3C3[1]:Y3A,
ident_coreinst/output_leds_INST/b5_nUTGT/iclksync_current_state/b4_oYh0[0]:CLK,
ident_coreinst/output_leds_INST/b5_nUTGT/iclksync_current_state/b4_oYh0[0]:D,
ident_coreinst/output_leds_INST/b5_nUTGT/iclksync_current_state/b4_oYh0[0]:EN,
ident_coreinst/output_leds_INST/b5_nUTGT/iclksync_current_state/b4_oYh0[0]:Q,
ident_coreinst/output_leds_INST/b5_nUTGT/iclksync_current_state/b4_oYh0[0]:SLn,
ident_coreinst/IICE_INST/b5_nUTGT/iclksync_status/b7_OSr_J90_RNO:A,8360
ident_coreinst/IICE_INST/b5_nUTGT/iclksync_status/b7_OSr_J90_RNO:Y,8360
ident_coreinst/IICE_INST/b5_nUTGT/b13_nAzGfFM_sLsv3[2]:CLK,-212
ident_coreinst/IICE_INST/b5_nUTGT/b13_nAzGfFM_sLsv3[2]:D,-113
ident_coreinst/IICE_INST/b5_nUTGT/b13_nAzGfFM_sLsv3[2]:Q,-212
ident_coreinst/output_leds_INST/b3_SoW/genblk5.b11_oGA_BXsO_OT/genblk2.b8_nczQ_DYg[7]:CLK,
ident_coreinst/output_leds_INST/b3_SoW/genblk5.b11_oGA_BXsO_OT/genblk2.b8_nczQ_DYg[7]:D,
ident_coreinst/output_leds_INST/b3_SoW/genblk5.b11_oGA_BXsO_OT/genblk2.b8_nczQ_DYg[7]:EN,
ident_coreinst/output_leds_INST/b3_SoW/genblk5.b11_oGA_BXsO_OT/genblk2.b8_nczQ_DYg[7]:Q,
ident_coreinst/IICE_INST/b3_SoW/virOut/genblk1.b13_PLF_2grFt_FH9[28]:CLK,
ident_coreinst/IICE_INST/b3_SoW/virOut/genblk1.b13_PLF_2grFt_FH9[28]:D,
ident_coreinst/IICE_INST/b3_SoW/virOut/genblk1.b13_PLF_2grFt_FH9[28]:EN,
ident_coreinst/IICE_INST/b3_SoW/virOut/genblk1.b13_PLF_2grFt_FH9[28]:Q,
ident_coreinst/IICE_INST/b3_SoW/virOut/genblk1.b13_PLF_2grFt_FH9[28]:SLn,
ident_coreinst/IICE_INST/b5_nUTGT/iicestat_reg_r1[23]:CLK,
ident_coreinst/IICE_INST/b5_nUTGT/iicestat_reg_r1[23]:D,
ident_coreinst/IICE_INST/b5_nUTGT/iicestat_reg_r1[23]:Q,
ident_coreinst/output_leds_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9_10[10]:A,
ident_coreinst/output_leds_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9_10[10]:B,
ident_coreinst/output_leds_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9_10[10]:C,
ident_coreinst/output_leds_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9_10[10]:Y,
ident_coreinst/IICE_INST/b5_nUTGT/cntrl_chain/b10_nfs_M9kYfr4:A,
ident_coreinst/IICE_INST/b5_nUTGT/cntrl_chain/b10_nfs_M9kYfr4:B,
ident_coreinst/IICE_INST/b5_nUTGT/cntrl_chain/b10_nfs_M9kYfr4:Y,
ident_coreinst/IICE_INST/b3_SoW/virOut/genblk1.b13_PLF_2grFt_FH9[15]:CLK,
ident_coreinst/IICE_INST/b3_SoW/virOut/genblk1.b13_PLF_2grFt_FH9[15]:D,
ident_coreinst/IICE_INST/b3_SoW/virOut/genblk1.b13_PLF_2grFt_FH9[15]:EN,
ident_coreinst/IICE_INST/b3_SoW/virOut/genblk1.b13_PLF_2grFt_FH9[15]:Q,
ident_coreinst/IICE_INST/b3_SoW/virOut/genblk1.b13_PLF_2grFt_FH9[15]:SLn,
ident_coreinst/IICE_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN[13]:CLK,
ident_coreinst/IICE_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN[13]:D,
ident_coreinst/IICE_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN[13]:EN,
ident_coreinst/IICE_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN[13]:Q,
ident_coreinst/output_leds_INST/b5_nUTGT/iclksync_status/dst_req_d_RNILI1ID:A,
ident_coreinst/output_leds_INST/b5_nUTGT/iclksync_status/dst_req_d_RNILI1ID:B,
ident_coreinst/output_leds_INST/b5_nUTGT/iclksync_status/dst_req_d_RNILI1ID:C,
ident_coreinst/output_leds_INST/b5_nUTGT/iclksync_status/dst_req_d_RNILI1ID:Y,
ident_coreinst/IICE_INST/b3_SoW/genblk9.b3_PfG[2]:CLK,
ident_coreinst/IICE_INST/b3_SoW/genblk9.b3_PfG[2]:D,
ident_coreinst/IICE_INST/b3_SoW/genblk9.b3_PfG[2]:EN,
ident_coreinst/IICE_INST/b3_SoW/genblk9.b3_PfG[2]:Q,
ident_coreinst/IICE_INST/b3_SoW/genblk4.b11_oGA_BXsO_OS/genblk2.b8_nczQ_DYg[5]:CLK,
ident_coreinst/IICE_INST/b3_SoW/genblk4.b11_oGA_BXsO_OS/genblk2.b8_nczQ_DYg[5]:D,
ident_coreinst/IICE_INST/b3_SoW/genblk4.b11_oGA_BXsO_OS/genblk2.b8_nczQ_DYg[5]:EN,
ident_coreinst/IICE_INST/b3_SoW/genblk4.b11_oGA_BXsO_OS/genblk2.b8_nczQ_DYg[5]:Q,
ident_coreinst/IICE_INST/b5_nUTGT/genblk4.b7_nYhI39s_lm_0[5]:A,3347
ident_coreinst/IICE_INST/b5_nUTGT/genblk4.b7_nYhI39s_lm_0[5]:B,7031
ident_coreinst/IICE_INST/b5_nUTGT/genblk4.b7_nYhI39s_lm_0[5]:C,1449
ident_coreinst/IICE_INST/b5_nUTGT/genblk4.b7_nYhI39s_lm_0[5]:D,1430
ident_coreinst/IICE_INST/b5_nUTGT/genblk4.b7_nYhI39s_lm_0[5]:Y,1430
ident_coreinst/output_leds_INST/b5_nUTGT/genblk4.b7_nYhI39s[5]:CLK,6343
ident_coreinst/output_leds_INST/b5_nUTGT/genblk4.b7_nYhI39s[5]:D,1304
ident_coreinst/output_leds_INST/b5_nUTGT/genblk4.b7_nYhI39s[5]:EN,448
ident_coreinst/output_leds_INST/b5_nUTGT/genblk4.b7_nYhI39s[5]:Q,6343
ident_coreinst/comm_block_INST/b7_Rcmi_ql/b9_OvyH3_saL[3]:CLK,
ident_coreinst/comm_block_INST/b7_Rcmi_ql/b9_OvyH3_saL[3]:D,
ident_coreinst/comm_block_INST/b7_Rcmi_ql/b9_OvyH3_saL[3]:EN,
ident_coreinst/comm_block_INST/b7_Rcmi_ql/b9_OvyH3_saL[3]:Q,
ident_coreinst/output_leds_INST/b3_SoW/m9_0:A,
ident_coreinst/output_leds_INST/b3_SoW/m9_0:B,
ident_coreinst/output_leds_INST/b3_SoW/m9_0:C,
ident_coreinst/output_leds_INST/b3_SoW/m9_0:D,
ident_coreinst/output_leds_INST/b3_SoW/m9_0:Y,
ident_coreinst/output_leds_INST/b3_SoW/virOut/genblk1.b13_PLF_2grFt_FH9[19]:CLK,
ident_coreinst/output_leds_INST/b3_SoW/virOut/genblk1.b13_PLF_2grFt_FH9[19]:D,
ident_coreinst/output_leds_INST/b3_SoW/virOut/genblk1.b13_PLF_2grFt_FH9[19]:EN,
ident_coreinst/output_leds_INST/b3_SoW/virOut/genblk1.b13_PLF_2grFt_FH9[19]:Q,
ident_coreinst/output_leds_INST/b3_SoW/virOut/genblk1.b13_PLF_2grFt_FH9[19]:SLn,
ident_coreinst/IICE_INST/b5_nUTGT/b13_nAzGfFM_sLsv3_srsts_0_0_1[13]:A,6517
ident_coreinst/IICE_INST/b5_nUTGT/b13_nAzGfFM_sLsv3_srsts_0_0_1[13]:B,
ident_coreinst/IICE_INST/b5_nUTGT/b13_nAzGfFM_sLsv3_srsts_0_0_1[13]:C,1507
ident_coreinst/IICE_INST/b5_nUTGT/b13_nAzGfFM_sLsv3_srsts_0_0_1[13]:D,2271
ident_coreinst/IICE_INST/b5_nUTGT/b13_nAzGfFM_sLsv3_srsts_0_0_1[13]:Y,1507
ident_coreinst/output_leds_INST/b3_SoW/b8_FZFFLXYE[4]:CLK,
ident_coreinst/output_leds_INST/b3_SoW/b8_FZFFLXYE[4]:D,9087
ident_coreinst/output_leds_INST/b3_SoW/b8_FZFFLXYE[4]:EN,1147
ident_coreinst/output_leds_INST/b3_SoW/b8_FZFFLXYE[4]:Q,
