pin,slack
ident_coreinst/IICE_INST/b3_SoW/un1_genblk9.b9_v_mzCDYXs_cry_0_cy_CC_0:Y3A[2],
ident_coreinst/IICE_INST/b3_SoW/un1_genblk9.b9_v_mzCDYXs_cry_0_cy_CC_0:Y3A[3],
ident_coreinst/IICE_INST/b3_SoW/un1_genblk9.b9_v_mzCDYXs_cry_0_cy_CC_0:Y3A[4],
ident_coreinst/IICE_INST/b3_SoW/un1_genblk9.b9_v_mzCDYXs_cry_0_cy_CC_0:Y3A[5],
ident_coreinst/IICE_INST/b3_SoW/un1_genblk9.b9_v_mzCDYXs_cry_0_cy_CC_0:Y3A[6],
ident_coreinst/IICE_INST/b3_SoW/un1_genblk9.b9_v_mzCDYXs_cry_0_cy_CC_0:Y3A[7],
ident_coreinst/IICE_INST/b3_SoW/un1_genblk9.b9_v_mzCDYXs_cry_0_cy_CC_0:Y3A[8],
ident_coreinst/IICE_INST/b3_SoW/un1_genblk9.b9_v_mzCDYXs_cry_0_cy_CC_0:Y3A[9],
ident_coreinst/IICE_INST/b3_SoW/un1_genblk9.b9_v_mzCDYXs_cry_0_cy_CC_0:Y3[0],
ident_coreinst/IICE_INST/b3_SoW/un1_genblk9.b9_v_mzCDYXs_cry_0_cy_CC_0:Y3[10],
ident_coreinst/IICE_INST/b3_SoW/un1_genblk9.b9_v_mzCDYXs_cry_0_cy_CC_0:Y3[1],
ident_coreinst/IICE_INST/b3_SoW/un1_genblk9.b9_v_mzCDYXs_cry_0_cy_CC_0:Y3[2],
ident_coreinst/IICE_INST/b3_SoW/un1_genblk9.b9_v_mzCDYXs_cry_0_cy_CC_0:Y3[3],
ident_coreinst/IICE_INST/b3_SoW/un1_genblk9.b9_v_mzCDYXs_cry_0_cy_CC_0:Y3[4],
ident_coreinst/IICE_INST/b3_SoW/un1_genblk9.b9_v_mzCDYXs_cry_0_cy_CC_0:Y3[5],
ident_coreinst/IICE_INST/b3_SoW/un1_genblk9.b9_v_mzCDYXs_cry_0_cy_CC_0:Y3[6],
ident_coreinst/IICE_INST/b3_SoW/un1_genblk9.b9_v_mzCDYXs_cry_0_cy_CC_0:Y3[7],
ident_coreinst/IICE_INST/b3_SoW/un1_genblk9.b9_v_mzCDYXs_cry_0_cy_CC_0:Y3[8],
ident_coreinst/IICE_INST/b3_SoW/un1_genblk9.b9_v_mzCDYXs_cry_0_cy_CC_0:Y3[9],
ident_coreinst/IICE_INST/b3_SoW/genblk9.b3_PfG_RNO[5]:A,
ident_coreinst/IICE_INST/b3_SoW/genblk9.b3_PfG_RNO[5]:B,
ident_coreinst/IICE_INST/b3_SoW/genblk9.b3_PfG_RNO[5]:C,
ident_coreinst/IICE_INST/b3_SoW/genblk9.b3_PfG_RNO[5]:D,
ident_coreinst/IICE_INST/b3_SoW/genblk9.b3_PfG_RNO[5]:Y,
ident_coreinst/comm_block_INST/b9_ORb_xNywD/genblk1.b3_ORb[4]:CLK,
ident_coreinst/comm_block_INST/b9_ORb_xNywD/genblk1.b3_ORb[4]:D,
ident_coreinst/comm_block_INST/b9_ORb_xNywD/genblk1.b3_ORb[4]:EN,
ident_coreinst/comm_block_INST/b9_ORb_xNywD/genblk1.b3_ORb[4]:Q,
ident_coreinst/comm_block_INST/b9_ORb_xNywD/genblk1.b3_ORb[4]:SLn,
clk_ibuf/U_IOPAD:PAD,
clk_ibuf/U_IOPAD:Y,
ident_coreinst/IICE_INST/b5_nUTGT/iclksync_current_state/src_ack:CLK,7490
ident_coreinst/IICE_INST/b5_nUTGT/iclksync_current_state/src_ack:D,
ident_coreinst/IICE_INST/b5_nUTGT/iclksync_current_state/src_ack:Q,7490
ident_coreinst/IICE_INST/b5_nUTGT/iclksync_current_state/src_ack:SLn,
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b9_SoW_TWsrw_b9_SoW_TWsrw_0_0_RNO_2:A,
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b9_SoW_TWsrw_b9_SoW_TWsrw_0_0_RNO_2:B,
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b9_SoW_TWsrw_b9_SoW_TWsrw_0_0_RNO_2:C,
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b9_SoW_TWsrw_b9_SoW_TWsrw_0_0_RNO_2:Y,
ident_coreinst/IICE_INST/b5_nUTGT/iicestat_reg_r1[10]:CLK,
ident_coreinst/IICE_INST/b5_nUTGT/iicestat_reg_r1[10]:D,
ident_coreinst/IICE_INST/b5_nUTGT/iicestat_reg_r1[10]:Q,
ident_coreinst/IICE_INST/b3_SoW/genblk4.b11_oGA_BXsO_OS/genblk1.genblk1.b13_PLy_2grFt_FH9[6]:CLK,
ident_coreinst/IICE_INST/b3_SoW/genblk4.b11_oGA_BXsO_OS/genblk1.genblk1.b13_PLy_2grFt_FH9[6]:D,
ident_coreinst/IICE_INST/b3_SoW/genblk4.b11_oGA_BXsO_OS/genblk1.genblk1.b13_PLy_2grFt_FH9[6]:EN,
ident_coreinst/IICE_INST/b3_SoW/genblk4.b11_oGA_BXsO_OS/genblk1.genblk1.b13_PLy_2grFt_FH9[6]:Q,
outBit1_obuf/U_IOTRI:D,
outBit1_obuf/U_IOTRI:DOUT,
outBit1_obuf/U_IOTRI:EOUT,
ident_coreinst/IICE_INST/b3_SoW/genblk9.b9_v_mzCDYXs_RNI24NCH[4]:A,
ident_coreinst/IICE_INST/b3_SoW/genblk9.b9_v_mzCDYXs_RNI24NCH[4]:B,
ident_coreinst/IICE_INST/b3_SoW/genblk9.b9_v_mzCDYXs_RNI24NCH[4]:C,
ident_coreinst/IICE_INST/b3_SoW/genblk9.b9_v_mzCDYXs_RNI24NCH[4]:D,
ident_coreinst/IICE_INST/b3_SoW/genblk9.b9_v_mzCDYXs_RNI24NCH[4]:Y,
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk2.b5_oRB_C[5]:CLK,4906
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk2.b5_oRB_C[5]:D,9111
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk2.b5_oRB_C[5]:Q,4906
ident_coreinst/IICE_INST/b3_SoW/virOut/genblk1.b13_PLF_2grFt_FH9[26]:CLK,
ident_coreinst/IICE_INST/b3_SoW/virOut/genblk1.b13_PLF_2grFt_FH9[26]:D,
ident_coreinst/IICE_INST/b3_SoW/virOut/genblk1.b13_PLF_2grFt_FH9[26]:EN,
ident_coreinst/IICE_INST/b3_SoW/virOut/genblk1.b13_PLF_2grFt_FH9[26]:Q,
ident_coreinst/IICE_INST/b3_SoW/virOut/genblk1.b13_PLF_2grFt_FH9[26]:SLn,
ident_coreinst/IICE_INST/b3_SoW/m8:A,
ident_coreinst/IICE_INST/b3_SoW/m8:B,
ident_coreinst/IICE_INST/b3_SoW/m8:C,
ident_coreinst/IICE_INST/b3_SoW/m8:D,
ident_coreinst/IICE_INST/b3_SoW/m8:Y,
ident_coreinst/IICE_INST/b5_nUTGT/cntrl_chain/genblk2.b3_nUT[4]:CLK,
ident_coreinst/IICE_INST/b5_nUTGT/cntrl_chain/genblk2.b3_nUT[4]:D,
ident_coreinst/IICE_INST/b5_nUTGT/cntrl_chain/genblk2.b3_nUT[4]:EN,
ident_coreinst/IICE_INST/b5_nUTGT/cntrl_chain/genblk2.b3_nUT[4]:Q,
clkDiv/un1_counter_1_cry_9:B,
clkDiv/un1_counter_1_cry_9:CC,
clkDiv/un1_counter_1_cry_9:P,
clkDiv/un1_counter_1_cry_9:S,
clkDiv/un1_counter_1_cry_9:Y3,
clkDiv/un1_counter_1_cry_9:Y3A,
ident_coreinst/IICE_INST/b3_SoW/genblk5.b11_oGA_BXsO_OT/genblk2.b8_nczQ_DYg[4]:CLK,
ident_coreinst/IICE_INST/b3_SoW/genblk5.b11_oGA_BXsO_OT/genblk2.b8_nczQ_DYg[4]:D,
ident_coreinst/IICE_INST/b3_SoW/genblk5.b11_oGA_BXsO_OT/genblk2.b8_nczQ_DYg[4]:EN,
ident_coreinst/IICE_INST/b3_SoW/genblk5.b11_oGA_BXsO_OT/genblk2.b8_nczQ_DYg[4]:Q,
ident_coreinst/IICE_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN[8]:CLK,
ident_coreinst/IICE_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN[8]:D,
ident_coreinst/IICE_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN[8]:EN,
ident_coreinst/IICE_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN[8]:Q,
ident_coreinst/IICE_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9[13]:CLK,
ident_coreinst/IICE_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9[13]:D,
ident_coreinst/IICE_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9[13]:EN,
ident_coreinst/IICE_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9[13]:Q,
ident_coreinst/IICE_INST/b5_nUTGT/cntrl_chain/b10_nfs_M9kYfr[0]:CLK,
ident_coreinst/IICE_INST/b5_nUTGT/cntrl_chain/b10_nfs_M9kYfr[0]:D,
ident_coreinst/IICE_INST/b5_nUTGT/cntrl_chain/b10_nfs_M9kYfr[0]:EN,
ident_coreinst/IICE_INST/b5_nUTGT/cntrl_chain/b10_nfs_M9kYfr[0]:Q,
ident_coreinst/IICE_INST/b3_SoW/b9_voSc3_rGt:A,2184
ident_coreinst/IICE_INST/b3_SoW/b9_voSc3_rGt:B,
ident_coreinst/IICE_INST/b3_SoW/b9_voSc3_rGt:Y,2184
ident_coreinst/IICE_INST/b3_SoW/virOut/genblk1.b13_PLF_2grFt_FH9[2]:CLK,
ident_coreinst/IICE_INST/b3_SoW/virOut/genblk1.b13_PLF_2grFt_FH9[2]:D,
ident_coreinst/IICE_INST/b3_SoW/virOut/genblk1.b13_PLF_2grFt_FH9[2]:EN,
ident_coreinst/IICE_INST/b3_SoW/virOut/genblk1.b13_PLF_2grFt_FH9[2]:Q,
ident_coreinst/IICE_INST/b3_SoW/virOut/genblk1.b13_PLF_2grFt_FH9[2]:SLn,
ident_coreinst/comm_block_INST/jtagi/b9_Rcmi_KsDw/UJTAG_SEC_0_3_UDRCAP:A,
ident_coreinst/comm_block_INST/jtagi/b9_Rcmi_KsDw/UJTAG_SEC_0_3_UDRCAP:Y,
ident_coreinst/comm_block_INST/b9_ORb_xNywD/genblk1.b3_ORb[11]:CLK,
ident_coreinst/comm_block_INST/b9_ORb_xNywD/genblk1.b3_ORb[11]:D,
ident_coreinst/comm_block_INST/b9_ORb_xNywD/genblk1.b3_ORb[11]:EN,
ident_coreinst/comm_block_INST/b9_ORb_xNywD/genblk1.b3_ORb[11]:Q,
ident_coreinst/comm_block_INST/b9_ORb_xNywD/genblk1.b3_ORb[11]:SLn,
ident_coreinst/IICE_INST/b3_SoW/genblk9.b3_PfG[7]:CLK,
ident_coreinst/IICE_INST/b3_SoW/genblk9.b3_PfG[7]:D,
ident_coreinst/IICE_INST/b3_SoW/genblk9.b3_PfG[7]:EN,
ident_coreinst/IICE_INST/b3_SoW/genblk9.b3_PfG[7]:Q,
rstn_ibuf/U_IOPAD:PAD,
rstn_ibuf/U_IOPAD:Y,
ident_coreinst/IICE_INST/b5_nUTGT/genblk4.un8_b7_nYhI39s:A,4794
ident_coreinst/IICE_INST/b5_nUTGT/genblk4.un8_b7_nYhI39s:B,4757
ident_coreinst/IICE_INST/b5_nUTGT/genblk4.un8_b7_nYhI39s:C,3803
ident_coreinst/IICE_INST/b5_nUTGT/genblk4.un8_b7_nYhI39s:D,3759
ident_coreinst/IICE_INST/b5_nUTGT/genblk4.un8_b7_nYhI39s:Y,3759
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk4.genblk1[1].b13_oRB_MqCD2_t_x_RNISDTRT2[1]:A,3145
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk4.genblk1[1].b13_oRB_MqCD2_t_x_RNISDTRT2[1]:B,7021
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk4.genblk1[1].b13_oRB_MqCD2_t_x_RNISDTRT2[1]:C,1362
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk4.genblk1[1].b13_oRB_MqCD2_t_x_RNISDTRT2[1]:D,2017
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk4.genblk1[1].b13_oRB_MqCD2_t_x_RNISDTRT2[1]:Y,1362
slave/outBit3:CLK,
slave/outBit3:D,
slave/outBit3:Q,
ident_coreinst/IICE_INST/b5_nUTGT/genblk4.b7_nYhI39s[1]:CLK,3803
ident_coreinst/IICE_INST/b5_nUTGT/genblk4.b7_nYhI39s[1]:D,1395
ident_coreinst/IICE_INST/b5_nUTGT/genblk4.b7_nYhI39s[1]:EN,278
ident_coreinst/IICE_INST/b5_nUTGT/genblk4.b7_nYhI39s[1]:Q,3803
ident_coreinst/IICE_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9_10[6]:A,
ident_coreinst/IICE_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9_10[6]:B,
ident_coreinst/IICE_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9_10[6]:C,
ident_coreinst/IICE_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9_10[6]:Y,
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk2.b5_oRB_C[3]:CLK,4987
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk2.b5_oRB_C[3]:D,9111
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk2.b5_oRB_C[3]:Q,4987
ident_coreinst/IICE_INST/b5_nUTGT/iclksync_current_state/b8_uUT_CqMr[1]:CLK,
ident_coreinst/IICE_INST/b5_nUTGT/iclksync_current_state/b8_uUT_CqMr[1]:D,1687
ident_coreinst/IICE_INST/b5_nUTGT/iclksync_current_state/b8_uUT_CqMr[1]:EN,8213
ident_coreinst/IICE_INST/b5_nUTGT/iclksync_current_state/b8_uUT_CqMr[1]:Q,
ident_coreinst/IICE_INST/b5_nUTGT/iclksync_current_state/b8_uUT_CqMr[1]:SLn,
ident_coreinst/IICE_INST/b3_SoW/b12_2_St6KCa_jHv[7]:CLK,4834
ident_coreinst/IICE_INST/b3_SoW/b12_2_St6KCa_jHv[7]:D,1006
ident_coreinst/IICE_INST/b3_SoW/b12_2_St6KCa_jHv[7]:Q,4834
ident_coreinst/IICE_INST/b3_SoW/b12_2_St6KCa_jHv[7]:SLn,537
ident_coreinst/IICE_INST/b5_nUTGT/iclksync_status/src_ack:CLK,7490
ident_coreinst/IICE_INST/b5_nUTGT/iclksync_status/src_ack:D,
ident_coreinst/IICE_INST/b5_nUTGT/iclksync_status/src_ack:Q,7490
ident_coreinst/IICE_INST/b5_nUTGT/iclksync_status/src_ack:SLn,
ident_coreinst/IICE_INST/b5_nUTGT/genblk4.b7_nYhI39s_lm_0[0]:A,8279
ident_coreinst/IICE_INST/b5_nUTGT/genblk4.b7_nYhI39s_lm_0[0]:B,7545
ident_coreinst/IICE_INST/b5_nUTGT/genblk4.b7_nYhI39s_lm_0[0]:C,3245
ident_coreinst/IICE_INST/b5_nUTGT/genblk4.b7_nYhI39s_lm_0[0]:D,1395
ident_coreinst/IICE_INST/b5_nUTGT/genblk4.b7_nYhI39s_lm_0[0]:Y,1395
ident_coreinst/comm_block_INST/b9_ORb_xNywD/genblk1.b3_ORb[27]:CLK,
ident_coreinst/comm_block_INST/b9_ORb_xNywD/genblk1.b3_ORb[27]:D,
ident_coreinst/comm_block_INST/b9_ORb_xNywD/genblk1.b3_ORb[27]:EN,
ident_coreinst/comm_block_INST/b9_ORb_xNywD/genblk1.b3_ORb[27]:Q,
ident_coreinst/comm_block_INST/b9_ORb_xNywD/genblk1.b3_ORb[27]:SLn,
ident_coreinst/IICE_INST/b5_nUTGT/b3_nUT[3]:CLK,3245
ident_coreinst/IICE_INST/b5_nUTGT/b3_nUT[3]:D,
ident_coreinst/IICE_INST/b5_nUTGT/b3_nUT[3]:Q,3245
ident_coreinst/IICE_INST/b5_nUTGT/b3_nUT[3]:SLn,
ident_coreinst/IICE_INST/b5_nUTGT/b13_nAzGfFM_sLsv3_srsts_i_a3_1[4]:A,6636
ident_coreinst/IICE_INST/b5_nUTGT/b13_nAzGfFM_sLsv3_srsts_i_a3_1[4]:B,1492
ident_coreinst/IICE_INST/b5_nUTGT/b13_nAzGfFM_sLsv3_srsts_i_a3_1[4]:C,6562
ident_coreinst/IICE_INST/b5_nUTGT/b13_nAzGfFM_sLsv3_srsts_i_a3_1[4]:Y,1492
clkDiv/counter[18]:CLK,
clkDiv/counter[18]:D,
clkDiv/counter[18]:Q,
clkDiv/counter[18]:SLn,
ident_coreinst/IICE_INST/b3_SoW/genblk9.b9_v_mzCDYXs[1]:CLK,
ident_coreinst/IICE_INST/b3_SoW/genblk9.b9_v_mzCDYXs[1]:D,
ident_coreinst/IICE_INST/b3_SoW/genblk9.b9_v_mzCDYXs[1]:Q,
ident_coreinst/IICE_INST/b3_SoW/genblk9.b9_v_mzCDYXs[1]:SLn,
ident_coreinst/IICE_INST/b3_SoW/genblk9.b3_PfG[10]:CLK,
ident_coreinst/IICE_INST/b3_SoW/genblk9.b3_PfG[10]:D,
ident_coreinst/IICE_INST/b3_SoW/genblk9.b3_PfG[10]:EN,
ident_coreinst/IICE_INST/b3_SoW/genblk9.b3_PfG[10]:Q,
ident_coreinst/IICE_INST/b5_nUTGT/b12_voSc3_gmasbb:CLK,2184
ident_coreinst/IICE_INST/b5_nUTGT/b12_voSc3_gmasbb:D,1403
ident_coreinst/IICE_INST/b5_nUTGT/b12_voSc3_gmasbb:Q,2184
ident_coreinst/IICE_INST/b3_SoW/un1_b8_jAA_KlCO_0_sqmuxa_1_2_i_a2_0_1:A,
ident_coreinst/IICE_INST/b3_SoW/un1_b8_jAA_KlCO_0_sqmuxa_1_2_i_a2_0_1:B,
ident_coreinst/IICE_INST/b3_SoW/un1_b8_jAA_KlCO_0_sqmuxa_1_2_i_a2_0_1:C,
ident_coreinst/IICE_INST/b3_SoW/un1_b8_jAA_KlCO_0_sqmuxa_1_2_i_a2_0_1:Y,
ident_coreinst/comm_block_INST/b9_ORb_xNywD/genblk1.b3_ORb[3]:CLK,
ident_coreinst/comm_block_INST/b9_ORb_xNywD/genblk1.b3_ORb[3]:D,
ident_coreinst/comm_block_INST/b9_ORb_xNywD/genblk1.b3_ORb[3]:EN,
ident_coreinst/comm_block_INST/b9_ORb_xNywD/genblk1.b3_ORb[3]:Q,
ident_coreinst/comm_block_INST/b9_ORb_xNywD/genblk1.b3_ORb[3]:SLn,
ident_coreinst/IICE_INST/b3_SoW/b12_2_St6KCa_jHv_RNIOLCH03[0]:B,7796
ident_coreinst/IICE_INST/b3_SoW/b12_2_St6KCa_jHv_RNIOLCH03[0]:CC,1266
ident_coreinst/IICE_INST/b3_SoW/b12_2_St6KCa_jHv_RNIOLCH03[0]:P,7796
ident_coreinst/IICE_INST/b3_SoW/b12_2_St6KCa_jHv_RNIOLCH03[0]:S,1266
ident_coreinst/IICE_INST/b3_SoW/b12_2_St6KCa_jHv_RNIOLCH03[0]:Y3,
ident_coreinst/IICE_INST/b3_SoW/b12_2_St6KCa_jHv_RNIOLCH03[0]:Y3A,
ident_coreinst/IICE_INST/b5_nUTGT/iclksync_status/b7_OSr_J90:CLK,8323
ident_coreinst/IICE_INST/b5_nUTGT/iclksync_status/b7_OSr_J90:D,8361
ident_coreinst/IICE_INST/b5_nUTGT/iclksync_status/b7_OSr_J90:EN,6694
ident_coreinst/IICE_INST/b5_nUTGT/iclksync_status/b7_OSr_J90:Q,8323
ident_coreinst/IICE_INST/b5_nUTGT/iclksync_status/b7_OSr_J90:SLn,
ident_coreinst/IICE_INST/b3_SoW/virOut/genblk1.b13_PLF_2grFt_FH9[5]:CLK,
ident_coreinst/IICE_INST/b3_SoW/virOut/genblk1.b13_PLF_2grFt_FH9[5]:D,
ident_coreinst/IICE_INST/b3_SoW/virOut/genblk1.b13_PLF_2grFt_FH9[5]:EN,
ident_coreinst/IICE_INST/b3_SoW/virOut/genblk1.b13_PLF_2grFt_FH9[5]:Q,
ident_coreinst/IICE_INST/b3_SoW/virOut/genblk1.b13_PLF_2grFt_FH9[5]:SLn,
ident_coreinst/IICE_INST/b5_nUTGT/cntrl_chain/genblk3.b8_vABZ3qsY_RNO:A,
ident_coreinst/IICE_INST/b5_nUTGT/cntrl_chain/genblk3.b8_vABZ3qsY_RNO:B,
ident_coreinst/IICE_INST/b5_nUTGT/cntrl_chain/genblk3.b8_vABZ3qsY_RNO:C,
ident_coreinst/IICE_INST/b5_nUTGT/cntrl_chain/genblk3.b8_vABZ3qsY_RNO:D,
ident_coreinst/IICE_INST/b5_nUTGT/cntrl_chain/genblk3.b8_vABZ3qsY_RNO:Y,
ident_coreinst/IICE_INST/b5_nUTGT/cntrl_chain/genblk1.b3_nfs[3]:CLK,
ident_coreinst/IICE_INST/b5_nUTGT/cntrl_chain/genblk1.b3_nfs[3]:D,
ident_coreinst/IICE_INST/b5_nUTGT/cntrl_chain/genblk1.b3_nfs[3]:EN,
ident_coreinst/IICE_INST/b5_nUTGT/cntrl_chain/genblk1.b3_nfs[3]:Q,
inSwitch_ibuf[0]/U_IOPAD:PAD,
inSwitch_ibuf[0]/U_IOPAD:Y,
ident_coreinst/IICE_INST/b5_nUTGT/genblk4.b7_nYhI39s_cry[3]:B,7139
ident_coreinst/IICE_INST/b5_nUTGT/genblk4.b7_nYhI39s_cry[3]:CC,7111
ident_coreinst/IICE_INST/b5_nUTGT/genblk4.b7_nYhI39s_cry[3]:P,7139
ident_coreinst/IICE_INST/b5_nUTGT/genblk4.b7_nYhI39s_cry[3]:S,7111
ident_coreinst/IICE_INST/b5_nUTGT/genblk4.b7_nYhI39s_cry[3]:Y3,
ident_coreinst/IICE_INST/b5_nUTGT/genblk4.b7_nYhI39s_cry[3]:Y3A,
ident_coreinst/IICE_INST/b5_nUTGT/b13_nAzGfFM_sLsv3[12]:CLK,1387
ident_coreinst/IICE_INST/b5_nUTGT/b13_nAzGfFM_sLsv3[12]:D,3189
ident_coreinst/IICE_INST/b5_nUTGT/b13_nAzGfFM_sLsv3[12]:Q,1387
ident_coreinst/IICE_INST/b3_SoW/b12_2_St6KCa_jHv_RNIS0TO94[8]:B,8086
ident_coreinst/IICE_INST/b3_SoW/b12_2_St6KCa_jHv_RNIS0TO94[8]:CC,1064
ident_coreinst/IICE_INST/b3_SoW/b12_2_St6KCa_jHv_RNIS0TO94[8]:P,8086
ident_coreinst/IICE_INST/b3_SoW/b12_2_St6KCa_jHv_RNIS0TO94[8]:S,1064
ident_coreinst/IICE_INST/b3_SoW/b12_2_St6KCa_jHv_RNIS0TO94[8]:Y3,
ident_coreinst/IICE_INST/b3_SoW/b12_2_St6KCa_jHv_RNIS0TO94[8]:Y3A,
ident_coreinst/IICE_INST/b5_nUTGT/iicestat_reg_r1[7]:CLK,
ident_coreinst/IICE_INST/b5_nUTGT/iicestat_reg_r1[7]:D,
ident_coreinst/IICE_INST/b5_nUTGT/iicestat_reg_r1[7]:Q,
ident_coreinst/IICE_INST/b5_nUTGT/iicestat_reg_r0[18]:CLK,
ident_coreinst/IICE_INST/b5_nUTGT/iicestat_reg_r0[18]:D,
ident_coreinst/IICE_INST/b5_nUTGT/iicestat_reg_r0[18]:Q,
ident_coreinst/IICE_INST/b3_SoW/genblk9.b7_nYJ_BFM[9]:CLK,
ident_coreinst/IICE_INST/b3_SoW/genblk9.b7_nYJ_BFM[9]:D,
ident_coreinst/IICE_INST/b3_SoW/genblk9.b7_nYJ_BFM[9]:EN,
ident_coreinst/IICE_INST/b3_SoW/genblk9.b7_nYJ_BFM[9]:Q,
ident_coreinst/IICE_INST/b3_SoW/genblk9.b7_nYJ_BFM[9]:SLn,
ident_coreinst/IICE_INST/b3_SoW/genblk5.b11_oGA_BXsO_OT/genblk1.genblk1.b13_PLy_2grFt_FH9[7]:CLK,
ident_coreinst/IICE_INST/b3_SoW/genblk5.b11_oGA_BXsO_OT/genblk1.genblk1.b13_PLy_2grFt_FH9[7]:D,
ident_coreinst/IICE_INST/b3_SoW/genblk5.b11_oGA_BXsO_OT/genblk1.genblk1.b13_PLy_2grFt_FH9[7]:EN,
ident_coreinst/IICE_INST/b3_SoW/genblk5.b11_oGA_BXsO_OT/genblk1.genblk1.b13_PLy_2grFt_FH9[7]:Q,
ident_coreinst/IICE_INST/b5_nUTGT/b13_nAzGfFM_sLsv3_RNIK7H4C[6]:A,1520
ident_coreinst/IICE_INST/b5_nUTGT/b13_nAzGfFM_sLsv3_RNIK7H4C[6]:B,1483
ident_coreinst/IICE_INST/b5_nUTGT/b13_nAzGfFM_sLsv3_RNIK7H4C[6]:Y,1483
clkDiv/N_1_inferred_clock_RNI2PS36/U0_RGB1:A,
clkDiv/N_1_inferred_clock_RNI2PS36/U0_RGB1:Y,
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk4.b8_2S5I_CuY_RNO:A,749
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk4.b8_2S5I_CuY_RNO:B,4875
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk4.b8_2S5I_CuY_RNO:Y,749
ident_coreinst/comm_block_INST/b9_ORb_xNywD/un1_b3_ORb10_1_or:A,
ident_coreinst/comm_block_INST/b9_ORb_xNywD/un1_b3_ORb10_1_or:B,
ident_coreinst/comm_block_INST/b9_ORb_xNywD/un1_b3_ORb10_1_or:C,
ident_coreinst/comm_block_INST/b9_ORb_xNywD/un1_b3_ORb10_1_or:Y,
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/un1_b12_oFTt_v5rb3b4[4]:A,4840
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/un1_b12_oFTt_v5rb3b4[4]:B,4803
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/un1_b12_oFTt_v5rb3b4[4]:C,
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/un1_b12_oFTt_v5rb3b4[4]:D,
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/un1_b12_oFTt_v5rb3b4[4]:Y,4803
ident_coreinst/comm_block_INST/jtagi/b9_Rcmi_KsDw/UJTAG_SEC_0_3_UTDI:A,
ident_coreinst/comm_block_INST/jtagi/b9_Rcmi_KsDw/UJTAG_SEC_0_3_UTDI:Y,
ident_coreinst/IICE_INST/b5_nUTGT/genblk4.b7_nYhI39s_lm_0[8]:A,8277
ident_coreinst/IICE_INST/b5_nUTGT/genblk4.b7_nYhI39s_lm_0[8]:B,7010
ident_coreinst/IICE_INST/b5_nUTGT/genblk4.b7_nYhI39s_lm_0[8]:C,3245
ident_coreinst/IICE_INST/b5_nUTGT/genblk4.b7_nYhI39s_lm_0[8]:D,1395
ident_coreinst/IICE_INST/b5_nUTGT/genblk4.b7_nYhI39s_lm_0[8]:Y,1395
ident_coreinst/IICE_INST/b8_uKr_IFLY/b9_PbTt39_ab_0_a2_1:A,
ident_coreinst/IICE_INST/b8_uKr_IFLY/b9_PbTt39_ab_0_a2_1:B,
ident_coreinst/IICE_INST/b8_uKr_IFLY/b9_PbTt39_ab_0_a2_1:C,
ident_coreinst/IICE_INST/b8_uKr_IFLY/b9_PbTt39_ab_0_a2_1:D,
ident_coreinst/IICE_INST/b8_uKr_IFLY/b9_PbTt39_ab_0_a2_1:Y,
ident_coreinst/IICE_INST/b5_nUTGT/genblk4.b10_nYhI3_umjBce:A,1461
